mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_restarts_optimizer,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
110.862389087677,0.9474185069859788,0.19960125287373862,0.007669866450031607,2,{'n_restarts_optimizer': 2},0.8561151079136691,0.8346153846153846,0.8062015503875969,0.8323106809722169,0.020442187593132856,1
