mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.0005035400390625,1.9181462469783773e-05,0.0022291342417399087,4.5359861341902985e-05,3,distance,"{'n_neighbors': 3, 'weights': 'distance'}",0.7733812949640287,0.7730769230769231,0.7403100775193798,0.7622560985201106,0.015518677754774531,1
