mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.2904951572418213,0.0028157979181217445,0.016937732696533203,0.00022794644962082143,,2,200,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 200}",0.8920863309352518,0.8576923076923076,0.8565891472868217,0.8687892619714604,0.016479670454791633,1
