mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_max_iter,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.3673890431722005,0.021852801467887303,0.0007385412851969401,4.964350918687634e-06,logistic,0.001,"(25,)",100,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (25,), 'max_iter': 100}",0.8525179856115108,0.8461538461538461,0.8798449612403101,0.8595055976685556,0.014614897664989164,1753
0.4127012888590495,0.023456426589299695,0.0006792545318603516,3.825559647934356e-05,logistic,0.001,"(25,)",200,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (25,), 'max_iter': 200}",0.8525179856115108,0.8461538461538461,0.8798449612403101,0.8595055976685556,0.014614897664989164,1753
0.4424885114034017,0.06742238282972766,0.0006616115570068359,1.002681705021501e-05,logistic,0.001,"(25,)",300,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (25,), 'max_iter': 300}",0.8525179856115108,0.8461538461538461,0.8798449612403101,0.8595055976685556,0.014614897664989164,1753
0.3827389081319173,0.031466888506482854,0.000641028086344401,4.8563054776039725e-06,logistic,0.001,"(25,)",400,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (25,), 'max_iter': 400}",0.8525179856115108,0.8461538461538461,0.8798449612403101,0.8595055976685556,0.014614897664989164,1753
0.38118521372477215,0.03671931135807615,0.0006584326426188151,4.911667057449588e-05,logistic,0.001,"(25,)",500,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (25,), 'max_iter': 500}",0.8525179856115108,0.8461538461538461,0.8798449612403101,0.8595055976685556,0.014614897664989164,1753
0.39014752705891925,0.03222490222207026,0.0006455580393473307,2.4158703630804797e-05,logistic,0.001,"(25,)",600,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (25,), 'max_iter': 600}",0.8525179856115108,0.8461538461538461,0.8798449612403101,0.8595055976685556,0.014614897664989164,1753
0.37833309173583984,0.03449795310275186,0.0006461938222249349,6.085774014497327e-06,logistic,0.001,"(25,)",700,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (25,), 'max_iter': 700}",0.8525179856115108,0.8461538461538461,0.8798449612403101,0.8595055976685556,0.014614897664989164,1753
0.38101689020792645,0.03567230752967122,0.0006419022878011068,2.2106886972694986e-05,logistic,0.001,"(25,)",800,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (25,), 'max_iter': 800}",0.8525179856115108,0.8461538461538461,0.8798449612403101,0.8595055976685556,0.014614897664989164,1753
0.4003784656524658,0.01907922302938358,0.0031264623006184897,0.00036779337120438824,logistic,0.001,"(50,)",100,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (50,), 'max_iter': 100}",0.9244604316546763,0.8923076923076924,0.8565891472868217,0.8911190904163968,0.027721079720164105,1480
0.4161981741587321,0.019375395798114446,0.0030793348948160806,0.00044883964867008144,logistic,0.001,"(50,)",200,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (50,), 'max_iter': 200}",0.9244604316546763,0.8923076923076924,0.8565891472868217,0.8911190904163968,0.027721079720164105,1480
0.40833886464436847,0.020837674921128545,0.0032974878946940103,0.0005524706162810701,logistic,0.001,"(50,)",300,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (50,), 'max_iter': 300}",0.9244604316546763,0.8923076923076924,0.8565891472868217,0.8911190904163968,0.027721079720164105,1480
0.4084310531616211,0.020784676567856812,0.0030148824055989585,0.00048243500523120536,logistic,0.001,"(50,)",400,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (50,), 'max_iter': 400}",0.9244604316546763,0.8923076923076924,0.8565891472868217,0.8911190904163968,0.027721079720164105,1480
0.4096696376800537,0.01882607520691991,0.0030364990234375,0.0005124925160760353,logistic,0.001,"(50,)",500,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (50,), 'max_iter': 500}",0.9244604316546763,0.8923076923076924,0.8565891472868217,0.8911190904163968,0.027721079720164105,1480
0.41637404759724933,0.01857439127050727,0.003036022186279297,0.00039311953555705757,logistic,0.001,"(50,)",600,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (50,), 'max_iter': 600}",0.9244604316546763,0.8923076923076924,0.8565891472868217,0.8911190904163968,0.027721079720164105,1480
0.4078489939371745,0.01984549357203488,0.003370523452758789,0.0003043703039145586,logistic,0.001,"(50,)",700,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (50,), 'max_iter': 700}",0.9244604316546763,0.8923076923076924,0.8565891472868217,0.8911190904163968,0.027721079720164105,1480
0.40966081619262695,0.014908076338619089,0.0038074652353922525,0.0004698663984737057,logistic,0.001,"(50,)",800,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (50,), 'max_iter': 800}",0.9244604316546763,0.8923076923076924,0.8565891472868217,0.8911190904163968,0.027721079720164105,1480
0.7596801122029623,0.02423858629940306,0.004202524820963542,0.0006952755974205247,logistic,0.001,"(100,)",100,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (100,), 'max_iter': 100}",0.9388489208633094,0.8884615384615384,0.9031007751937985,0.9101370781728821,0.02116371495485722,1165
