mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.04578900337219238,0.0005956181258778922,0.002924044926961263,3.0227071492734988e-05,10,7,30,"{'max_depth': 10, 'min_samples_split': 7, 'n_estimators': 30}",0.9748201438848921,0.9576923076923077,0.9341085271317829,0.9555403262363277,0.01668996111046342,35
0.07647975285847981,0.0018555077558030507,0.004564444224039714,4.613479936102876e-05,10,7,50,"{'max_depth': 10, 'min_samples_split': 7, 'n_estimators': 50}",0.9712230215827338,0.9576923076923077,0.9496124031007752,0.9595092441252722,0.008915553873026902,15
0.10789044698079427,0.00045721304634839966,0.0062067508697509766,8.043650677133418e-05,10,7,70,"{'max_depth': 10, 'min_samples_split': 7, 'n_estimators': 70}",0.9712230215827338,0.9576923076923077,0.9457364341085271,0.9582172544611894,0.010411474826770576,22
0.15378371874491373,0.0021313341663228213,0.008684078852335611,7.914547244082637e-05,10,7,100,"{'max_depth': 10, 'min_samples_split': 7, 'n_estimators': 100}",0.9784172661870504,0.95,0.9534883720930233,0.9606352127600245,0.01265420228029796,14
0.3082257906595866,0.003532515188570534,0.016882816950480144,0.0001576769976590142,10,7,200,"{'max_depth': 10, 'min_samples_split': 7, 'n_estimators': 200}",0.9748201438848921,0.9538461538461539,0.9573643410852714,0.9620102129387725,0.009171156179226187,7
0.015667438507080078,0.0002137653587799939,0.0012962023417154949,3.3749682354116e-05,10,10,10,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.9028776978417267,0.9307692307692308,0.8682170542635659,0.9006213276248412,0.0255866124020056,87
0.045415242513020836,0.0007350699430678512,0.002916097640991211,3.4179612994112826e-05,10,10,30,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 30}",0.9532374100719424,0.9576923076923077,0.9457364341085271,0.952222050624259,0.004933487231417241,45
0.07656741142272949,0.0013848244841379734,0.004550933837890625,4.430096928497454e-05,10,10,50,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 50}",0.960431654676259,0.9461538461538461,0.9534883720930233,0.9533579576410428,0.005829620341991154,42
0.10712146759033203,0.0015536304454207056,0.006178220113118489,5.398179004397057e-05,10,10,70,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 70}",0.9532374100719424,0.9423076923076923,0.9534883720930233,0.9496778248242194,0.005212477687714555,52
0.15174047152201334,0.0018488434046814307,0.008587201436360678,0.00013546432764622072,10,10,100,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.9568345323741008,0.95,0.9573643410852714,0.9547329578197906,0.003353688676720681,36
0.304335355758667,0.0038090289192429017,0.0164794127146403,0.00017508500486564473,10,10,200,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 200}",0.9676258992805755,0.9423076923076923,0.9534883720930233,0.9544739878937637,0.010359584288970934,37
0.016418615976969402,0.00016933620719571644,0.0013023217519124348,2.119676896479e-05,15,2,10,"{'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 10}",0.9388489208633094,0.9,0.8992248062015504,0.9126912423549532,0.018498979072121346,71
0.047858238220214844,0.0007476266327298229,0.003007650375366211,4.4204630603129535e-05,15,2,30,"{'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 30}",0.9676258992805755,0.9538461538461539,0.9457364341085271,0.9557361624117521,0.009035716930165008,32
0.08003052075703938,0.0013358932665507419,0.004687070846557617,5.421004486143344e-05,15,2,50,"{'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 50}",0.9712230215827338,0.9653846153846154,0.9534883720930233,0.9633653363534574,0.007379591857954279,4
0.11267399787902832,0.0015340587418265477,0.0063749949137369795,7.346757605071403e-05,15,2,70,"{'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 70}",0.9748201438848921,0.9576923076923077,0.9496124031007752,0.9607082848926584,0.01050966658889437,13
0.16121403376261392,0.0016109626628369878,0.008932987848917643,9.359588563672313e-05,15,2,100,"{'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 100}",0.9748201438848921,0.9615384615384616,0.9573643410852714,0.9645743155028751,0.007442605718194213,3
0.32295481363932294,0.00451746443154863,0.01734129587809245,0.0001648139120961422,15,2,200,"{'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 200}",0.9784172661870504,0.9730769230769231,0.9612403100775194,0.9709114997804976,0.007177685273898764,1
0.016630808512369793,0.00035438173452111756,0.0013709068298339844,4.404660919221764e-05,15,4,10,"{'max_depth': 15, 'min_samples_split': 4, 'n_estimators': 10}",0.920863309352518,0.9038461538461539,0.8837209302325582,0.9028101311437432,0.015180998846203332,85
0.047607978185017906,0.0007349820128869037,0.0029949347178141275,3.0098922672777546e-05,15,4,30,"{'max_depth': 15, 'min_samples_split': 4, 'n_estimators': 30}",0.9568345323741008,0.9307692307692308,0.9341085271317829,0.9405707634250381,0.011580741495275914,59
0.07994937896728516,0.0009521958294955785,0.004696369171142578,5.002057396901698e-05,15,4,50,"{'max_depth': 15, 'min_samples_split': 4, 'n_estimators': 50}",0.9748201438848921,0.9384615384615385,0.9496124031007752,0.9542980284824019,0.015208623891189483,40
0.1120590368906657,0.0009300417202716738,0.0063830216725667315,0.00010162941321342371,15,4,70,"{'max_depth': 15, 'min_samples_split': 4, 'n_estimators': 70}",0.9748201438848921,0.9461538461538461,0.937984496124031,0.9529861620542563,0.015795076066352828,44
0.15965604782104492,0.0019229925369287925,0.008840799331665039,0.00015272156998973334,15,4,100,"{'max_depth': 15, 'min_samples_split': 4, 'n_estimators': 100}",0.9712230215827338,0.9461538461538461,0.9457364341085271,0.9543711006150356,0.011917325998451477,39
0.3193548520406087,0.003977928706720578,0.016953786214192707,0.0001790175162056561,15,4,200,"{'max_depth': 15, 'min_samples_split': 4, 'n_estimators': 200}",0.9712230215827338,0.9576923076923077,0.9496124031007752,0.9595092441252722,0.008915553873026902,15
0.016025304794311523,0.0001963169137659598,0.0012802282969156902,2.7415948126246433e-05,15,7,10,"{'max_depth': 15, 'min_samples_split': 7, 'n_estimators': 10}",0.920863309352518,0.9,0.8875968992248062,0.9028200695257746,0.013726570457666747,84
0.0463257630666097,0.0007660687943007124,0.002949794133504232,3.60321567305055e-05,15,7,30,"{'max_depth': 15, 'min_samples_split': 7, 'n_estimators': 30}",0.960431654676259,0.9461538461538461,0.9186046511627907,0.9417300506642986,0.017359954505104157,57
0.0779556433359782,0.0013146985939614636,0.004615624745686849,2.7464284162184282e-05,15,7,50,"{'max_depth': 15, 'min_samples_split': 7, 'n_estimators': 50}",0.9676258992805755,0.9538461538461539,0.9496124031007752,0.9570281520758348,0.00769048527750101,25
0.10955135027567546,0.002305440064528215,0.006272315979003906,7.676214363033338e-05,15,7,70,"{'max_depth': 15, 'min_samples_split': 7, 'n_estimators': 70}",0.960431654676259,0.9576923076923077,0.9534883720930233,0.9572041114871966,0.0028555262105468163,23
0.15603017807006836,0.0016345025727185724,0.008778810501098633,0.00012967165475298717,15,7,100,"{'max_depth': 15, 'min_samples_split': 7, 'n_estimators': 100}",0.9748201438848921,0.9538461538461539,0.9573643410852714,0.9620102129387725,0.009171156179226187,7
0.30905715624491376,0.0027208955577737964,0.01665663719177246,0.00048384292299460605,15,7,200,"{'max_depth': 15, 'min_samples_split': 7, 'n_estimators': 200}",0.9784172661870504,0.9538461538461539,0.9534883720930233,0.9619172640420759,0.011668177665023826,11
0.015288750330607096,0.0005808774773922055,0.0012413660685221355,3.360734248676232e-05,15,10,10,"{'max_depth': 15, 'min_samples_split': 10, 'n_estimators': 10}",0.9064748201438849,0.926923076923077,0.8488372093023255,0.8940783687897623,0.03306160598189106,91
0.04585568110148112,0.0008760731989859975,0.002925395965576172,3.969842364766661e-05,15,10,30,"{'max_depth': 15, 'min_samples_split': 10, 'n_estimators': 30}",0.960431654676259,0.95,0.9224806201550387,0.9443040916104325,0.01600838914641261,54
0.07734266916910808,0.0013958613575522914,0.004551808039347331,2.25884740424286e-05,15,10,50,"{'max_depth': 15, 'min_samples_split': 10, 'n_estimators': 50}",0.9748201438848921,0.9423076923076923,0.937984496124031,0.9517041107722051,0.016440513910474065,48
0.1070109208424886,0.0009458059991195682,0.006089131037394206,0.00014118317178045414,15,10,70,"{'max_depth': 15, 'min_samples_split': 10, 'n_estimators': 70}",0.9676258992805755,0.9461538461538461,0.9418604651162791,0.9518800701835669,0.011271102597574837,46
0.15061322848002115,0.0018021553505425572,0.008445819218953451,9.840004582402693e-05,15,10,100,"{'max_depth': 15, 'min_samples_split': 10, 'n_estimators': 100}",0.9712230215827338,0.9576923076923077,0.9496124031007752,0.9595092441252722,0.008915553873026902,15
0.2938245137532552,0.0026340280205443475,0.015999714533487957,0.0004504333097081085,15,10,200,"{'max_depth': 15, 'min_samples_split': 10, 'n_estimators': 200}",0.9748201438848921,0.9423076923076923,0.9534883720930233,0.9568720694285359,0.013487078572562395,30
