mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.025036732355753582,0.00040300354122139146,0.0026427904764811196,1.9209430275327004e-05,2,2,30,"{'max_depth': 2, 'min_samples_split': 2, 'n_estimators': 30}",0.6726618705035972,0.6615384615384615,0.6085271317829457,0.6475758212750015,0.027982526333846916,134
0.042307774225870766,0.0015364260702179398,0.004133542378743489,7.449078938365512e-05,2,2,50,"{'max_depth': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.6942446043165468,0.6884615384615385,0.6744186046511628,0.6857082491430826,0.008324782969595214,129
0.057549238204956055,0.0005435914672529185,0.00571449597676595,7.314370463828304e-05,2,2,70,"{'max_depth': 2, 'min_samples_split': 2, 'n_estimators': 70}",0.7050359712230215,0.7192307692307692,0.686046511627907,0.7034377506938992,0.01359447117539728,125
0.08206057548522949,0.0006581094776005692,0.007852474848429361,7.289875218371472e-05,2,2,100,"{'max_depth': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.7697841726618705,0.7307692307692307,0.6782945736434108,0.7262826590248374,0.03748496299987347,121
0.16399176915486655,0.001705137023025208,0.015144666035970053,9.597393404097457e-05,2,2,200,"{'max_depth': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.7589928057553957,0.7615384615384615,0.7248062015503876,0.7484458229480816,0.01674801213500077,117
0.008774677912394205,0.00011724399110436095,0.0011954307556152344,1.9651824030871274e-05,2,4,10,"{'max_depth': 2, 'min_samples_split': 4, 'n_estimators': 10}",0.564748201438849,0.49615384615384617,0.5658914728682171,0.5422645068203041,0.032608501322131965,141
0.024645010630289715,0.00018830463125569244,0.0026834805806477866,4.27247749431369e-05,2,4,30,"{'max_depth': 2, 'min_samples_split': 4, 'n_estimators': 30}",0.6726618705035972,0.6615384615384615,0.6085271317829457,0.6475758212750015,0.027982526333846916,134
0.0409696896870931,0.0005486116097919615,0.004117170969645183,3.9316340988946275e-05,2,4,50,"{'max_depth': 2, 'min_samples_split': 4, 'n_estimators': 50}",0.6942446043165468,0.6884615384615385,0.6744186046511628,0.6857082491430826,0.008324782969595214,129
0.057134151458740234,0.0005590571851806384,0.0056921641031901045,0.00011245361907641977,2,4,70,"{'max_depth': 2, 'min_samples_split': 4, 'n_estimators': 70}",0.7050359712230215,0.7192307692307692,0.686046511627907,0.7034377506938992,0.01359447117539728,125
0.08149123191833496,0.0007658695292347083,0.0077771345774332685,0.00011404790105741073,2,4,100,"{'max_depth': 2, 'min_samples_split': 4, 'n_estimators': 100}",0.7697841726618705,0.7307692307692307,0.6782945736434108,0.7262826590248374,0.03748496299987347,121
0.1633640925089518,0.001237905299459416,0.015125751495361328,0.00012171029108143062,2,4,200,"{'max_depth': 2, 'min_samples_split': 4, 'n_estimators': 200}",0.7589928057553957,0.7615384615384615,0.7248062015503876,0.7484458229480816,0.01674801213500077,117
0.00870823860168457,1.9625774028069188e-05,0.0011792182922363281,1.6353266888723328e-05,2,7,10,"{'max_depth': 2, 'min_samples_split': 7, 'n_estimators': 10}",0.564748201438849,0.49615384615384617,0.5658914728682171,0.5422645068203041,0.032608501322131965,141
0.024923086166381836,0.0003013915135114512,0.0026928583780924478,2.8448397740443458e-05,2,7,30,"{'max_depth': 2, 'min_samples_split': 7, 'n_estimators': 30}",0.6726618705035972,0.6615384615384615,0.6085271317829457,0.6475758212750015,0.027982526333846916,134
0.04129195213317871,0.00026924562741306035,0.004155715306599935,6.223724588617825e-05,2,7,50,"{'max_depth': 2, 'min_samples_split': 7, 'n_estimators': 50}",0.6942446043165468,0.6884615384615385,0.6744186046511628,0.6857082491430826,0.008324782969595214,129
0.05702996253967285,0.0005362587722490844,0.005590915679931641,4.72542175398433e-05,2,7,70,"{'max_depth': 2, 'min_samples_split': 7, 'n_estimators': 70}",0.7050359712230215,0.7192307692307692,0.686046511627907,0.7034377506938992,0.01359447117539728,125
0.08152405420939128,0.0006852866767025299,0.007810910542805989,7.659641878415545e-05,2,7,100,"{'max_depth': 2, 'min_samples_split': 7, 'n_estimators': 100}",0.7697841726618705,0.7307692307692307,0.6782945736434108,0.7262826590248374,0.03748496299987347,121
0.16225608189900717,0.0011610263377325165,0.015158494313557943,0.00022998717862672308,2,7,200,"{'max_depth': 2, 'min_samples_split': 7, 'n_estimators': 200}",0.7589928057553957,0.7615384615384615,0.7248062015503876,0.7484458229480816,0.01674801213500077,117
0.008723815282185873,0.00014882009702874146,0.001199165980021159,2.306082745956883e-06,2,10,10,"{'max_depth': 2, 'min_samples_split': 10, 'n_estimators': 10}",0.564748201438849,0.49615384615384617,0.5658914728682171,0.5422645068203041,0.032608501322131965,141
0.024767716725667317,0.00027651596812385107,0.0026624202728271484,3.996102123632969e-05,2,10,30,"{'max_depth': 2, 'min_samples_split': 10, 'n_estimators': 30}",0.6726618705035972,0.6615384615384615,0.6085271317829457,0.6475758212750015,0.027982526333846916,134
0.041368961334228516,8.280049905897083e-05,0.004108508427937825,7.829920072434885e-05,2,10,50,"{'max_depth': 2, 'min_samples_split': 10, 'n_estimators': 50}",0.6942446043165468,0.6884615384615385,0.6744186046511628,0.6857082491430826,0.008324782969595214,129
0.05735659599304199,0.00034630531834415067,0.005531787872314453,7.206948421480114e-05,2,10,70,"{'max_depth': 2, 'min_samples_split': 10, 'n_estimators': 70}",0.7050359712230215,0.7192307692307692,0.686046511627907,0.7034377506938992,0.01359447117539728,125
0.08189797401428223,0.000570240457816628,0.007724920908610026,9.612070719182365e-05,2,10,100,"{'max_depth': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.7697841726618705,0.7307692307692307,0.6782945736434108,0.7262826590248374,0.03748496299987347,121
0.16411542892456055,0.0014401468975791176,0.01511534055074056,0.00013971916406254928,2,10,200,"{'max_depth': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.7589928057553957,0.7615384615384615,0.7248062015503876,0.7484458229480816,0.01674801213500077,117
0.01017904281616211,0.00016113439310658085,0.001188198725382487,7.346834976780933e-06,3,2,10,"{'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 10}",0.6726618705035972,0.6576923076923077,0.624031007751938,0.651461728649281,0.020336425274225408,133
0.029314676920572918,0.0001471187961172452,0.002694288889567057,3.823445805187442e-05,3,2,30,"{'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 30}",0.7517985611510791,0.7846153846153846,0.7093023255813954,0.7485720904492864,0.030830956306461762,116
0.048517862955729164,0.00043371921276291314,0.004179636637369792,3.848784524718085e-05,3,2,50,"{'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 50}",0.7913669064748201,0.7923076923076923,0.7325581395348837,0.772077579439132,0.027947103216075363,110
0.06735634803771973,0.0005869120029645829,0.005684773127237956,6.97754509959376e-05,3,2,70,"{'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 70}",0.7985611510791367,0.8076923076923077,0.7713178294573644,0.7925237627429363,0.0154512827980432,104
0.09625355402628581,0.001042908169746743,0.007915496826171875,8.029386512036705e-05,3,2,100,"{'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 100}",0.8129496402877698,0.7923076923076923,0.7713178294573644,0.7921917206842756,0.016996313430030344,105
0.19295120239257812,0.002241054552081025,0.015376647313435873,0.000141036541311316,3,2,200,"{'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 200}",0.8201438848920863,0.7961538461538461,0.7829457364341085,0.7997478224933471,0.015397252170914769,100
0.010232686996459961,0.0002243885759568666,0.0011948744455973308,2.383417429560335e-05,3,4,10,"{'max_depth': 3, 'min_samples_split': 4, 'n_estimators': 10}",0.6474820143884892,0.6576923076923077,0.624031007751938,0.6430684432775783,0.014092089645901439,138
0.029259602228800457,0.00043877696363036587,0.0026702880859375,4.964490865100785e-05,3,4,30,"{'max_depth': 3, 'min_samples_split': 4, 'n_estimators': 30}",0.7553956834532374,0.7846153846153846,0.7093023255813954,0.7497711312166725,0.03100259028060582,115
0.048651536305745445,0.0002498076354430407,0.004097938537597656,6.128918910193289e-05,3,4,50,"{'max_depth': 3, 'min_samples_split': 4, 'n_estimators': 50}",0.7877697841726619,0.7923076923076923,0.7325581395348837,0.7708785386717459,0.027159871073169924,111
0.06782746315002441,0.0006786786046048101,0.005590120951334636,7.496544730566447e-05,3,4,70,"{'max_depth': 3, 'min_samples_split': 4, 'n_estimators': 70}",0.8093525179856115,0.8,0.7713178294573644,0.793556782480992,0.016182205697578896,103
0.09617416063944499,0.0006891558028330672,0.007798353830973308,0.00010723295076065138,3,4,100,"{'max_depth': 3, 'min_samples_split': 4, 'n_estimators': 100}",0.8129496402877698,0.7884615384615384,0.7713178294573644,0.7909096694022243,0.017084045716822534,106
0.19131843249003092,0.0019459878691157604,0.015245596567789713,0.00017870574786681443,3,4,200,"{'max_depth': 3, 'min_samples_split': 4, 'n_estimators': 200}",0.8237410071942446,0.7961538461538461,0.7829457364341085,0.8009468632607332,0.01699594635667355,99
0.010130484898885092,0.00015291168871631633,0.0011903444925944011,1.2839725330675933e-05,3,7,10,"{'max_depth': 3, 'min_samples_split': 7, 'n_estimators': 10}",0.6474820143884892,0.6576923076923077,0.624031007751938,0.6430684432775783,0.014092089645901439,138
0.029499053955078125,0.0006507960228009012,0.002702792485555013,3.7466038184196246e-05,3,7,30,"{'max_depth': 3, 'min_samples_split': 7, 'n_estimators': 30}",0.7697841726618705,0.7923076923076923,0.7131782945736435,0.758423386514402,0.03328829617002253,113
0.04845738410949707,0.0003858857549270726,0.0041972001393636065,6.75198534931231e-05,3,7,50,"{'max_depth': 3, 'min_samples_split': 7, 'n_estimators': 50}",0.7949640287769785,0.8038461538461539,0.7325581395348837,0.777122774052672,0.031719899366319526,109
0.06803035736083984,0.000666737829987331,0.00566252072652181,6.054841024744072e-05,3,7,70,"{'max_depth': 3, 'min_samples_split': 7, 'n_estimators': 70}",0.802158273381295,0.8038461538461539,0.751937984496124,0.7859808039078576,0.024081769041342488,108
0.09664241472880046,0.0010060820022335332,0.007851680119832357,0.0001424062728108487,3,7,100,"{'max_depth': 3, 'min_samples_split': 7, 'n_estimators': 100}",0.8165467625899281,0.8153846153846154,0.7751937984496124,0.8023750588080519,0.019225908431708516,98
0.19311205546061197,0.002367827854974722,0.015021880467732748,0.00015094894300851538,3,7,200,"{'max_depth': 3, 'min_samples_split': 7, 'n_estimators': 200}",0.8237410071942446,0.8,0.7906976744186046,0.8048128938709498,0.013912546395015535,97
0.010098139444986979,0.0001529660770236184,0.0011924902598063152,2.468703856852554e-05,3,10,10,"{'max_depth': 3, 'min_samples_split': 10, 'n_estimators': 10}",0.6474820143884892,0.6576923076923077,0.624031007751938,0.6430684432775783,0.014092089645901439,138
0.02950398127237956,0.0008032115008467227,0.00278472900390625,0.00010263931368187398,3,10,30,"{'max_depth': 3, 'min_samples_split': 10, 'n_estimators': 30}",0.7661870503597122,0.7884615384615384,0.7054263565891473,0.7533583151367993,0.03509171500235701,114
0.049031575520833336,0.0012999993981991503,0.00417939821879069,6.276595194709823e-05,3,10,50,"{'max_depth': 3, 'min_samples_split': 10, 'n_estimators': 50}",0.7913669064748201,0.7923076923076923,0.7209302325581395,0.768201610446884,0.03342811835487397,112
0.06708995501200359,0.0006111981477799083,0.0056459903717041016,7.431396582071867e-05,3,10,70,"{'max_depth': 3, 'min_samples_split': 10, 'n_estimators': 70}",0.7949640287769785,0.8,0.7635658914728682,0.7861766400832823,0.016119857652024096,107
0.09568643569946289,0.0011505711252212186,0.007868766784667969,8.486786089343737e-05,3,10,100,"{'max_depth': 3, 'min_samples_split': 10, 'n_estimators': 100}",0.8129496402877698,0.8038461538461539,0.7751937984496124,0.797329864194512,0.01608772661265019,102
0.19310712814331055,0.0019304843580986704,0.015266338984171549,0.0001624557831238026,3,10,200,"{'max_depth': 3, 'min_samples_split': 10, 'n_estimators': 200}",0.8201438848920863,0.7961538461538461,0.7829457364341085,0.7997478224933471,0.015397252170914769,100
0.01392348607381185,0.00013427649332750148,0.0012540817260742188,9.826394091335127e-06,6,2,10,"{'max_depth': 6, 'min_samples_split': 2, 'n_estimators': 10}",0.8848920863309353,0.8384615384615385,0.8565891472868217,0.8599809240264319,0.019106317558190148,93
0.0402060349782308,0.00046269007459607116,0.002816359202067057,4.321555519412447e-05,6,2,30,"{'max_depth': 6, 'min_samples_split': 2, 'n_estimators': 30}",0.9280575539568345,0.8730769230769231,0.8914728682170543,0.8975357817502706,0.022851500802233415,89
0.06706881523132324,0.0010158917083327667,0.004410664240519206,4.753779229716677e-05,6,2,50,"{'max_depth': 6, 'min_samples_split': 2, 'n_estimators': 50}",0.9244604316546763,0.8961538461538462,0.8953488372093024,0.905321038339275,0.013537584526333123,80
0.09289749463399251,0.000997792707504898,0.005953470865885417,8.419233378521493e-05,6,2,70,"{'max_depth': 6, 'min_samples_split': 2, 'n_estimators': 70}",0.9280575539568345,0.9076923076923077,0.9069767441860465,0.9142422019450628,0.009773295970474693,66
0.13343373934427896,0.0011057879458553652,0.008306662241617838,8.430815683358633e-05,6,2,100,"{'max_depth': 6, 'min_samples_split': 2, 'n_estimators': 100}",0.9136690647482014,0.9038461538461539,0.8953488372093024,0.9042880186012191,0.007485724975604593,82
0.26717472076416016,0.002899520947146765,0.01617264747619629,0.00014037543870301015,6,2,200,"{'max_depth': 6, 'min_samples_split': 2, 'n_estimators': 200}",0.9388489208633094,0.9192307692307692,0.8798449612403101,0.9126415504447962,0.024534739533366393,72
0.013892173767089844,0.0001586271510877419,0.001298983891805013,8.071806056699252e-05,6,4,10,"{'max_depth': 6, 'min_samples_split': 4, 'n_estimators': 10}",0.8920863309352518,0.8115384615384615,0.813953488372093,0.8391927602819355,0.03741439518861527,95
0.04005201657613119,0.00045103831339561834,0.0027741591135660806,5.20686138343514e-05,6,4,30,"{'max_depth': 6, 'min_samples_split': 4, 'n_estimators': 30}",0.9172661870503597,0.8807692307692307,0.8914728682170543,0.896502762012215,0.015318438304640268,90
0.06751259167989095,0.0005093358350977804,0.004397074381510417,7.669851536079907e-06,6,4,50,"{'max_depth': 6, 'min_samples_split': 4, 'n_estimators': 50}",0.9316546762589928,0.9153846153846154,0.8953488372093024,0.9141293762843036,0.01484834909285025,67
0.09326330820719402,0.0013129969155175481,0.005987644195556641,7.490467749646725e-05,6,4,70,"{'max_depth': 6, 'min_samples_split': 4, 'n_estimators': 70}",0.9316546762589928,0.9076923076923077,0.8953488372093024,0.911565273720201,0.01507267697226603,74
0.13303025563557944,0.0013920063154308337,0.008295138676961264,0.00015164150531078732,6,4,100,"{'max_depth': 6, 'min_samples_split': 4, 'n_estimators': 100}",0.9316546762589928,0.9153846153846154,0.8953488372093024,0.9141293762843036,0.01484834909285025,67
0.27121694882710773,0.0018623984181916813,0.015898704528808594,0.00013320424179620043,6,4,200,"{'max_depth': 6, 'min_samples_split': 4, 'n_estimators': 200}",0.9316546762589928,0.9230769230769231,0.8875968992248062,0.9141094995202407,0.019071496064934728,69
0.013807455698649088,9.120236958632336e-05,0.001239458719889323,4.44053492377567e-06,6,7,10,"{'max_depth': 6, 'min_samples_split': 7, 'n_estimators': 10}",0.8741007194244604,0.8423076923076923,0.8062015503875969,0.8408699873732499,0.027738355341572707,94
0.0395970344543457,0.00046066780230865067,0.0028291543324788413,4.288589974477146e-05,6,7,30,"{'max_depth': 6, 'min_samples_split': 7, 'n_estimators': 30}",0.9100719424460432,0.8961538461538462,0.8992248062015504,0.9018168649338133,0.005970339323318334,86
0.06565427780151367,0.0010984162241584792,0.0043888092041015625,3.9211461193887036e-05,6,7,50,"{'max_depth': 6, 'min_samples_split': 7, 'n_estimators': 50}",0.9172661870503597,0.9153846153846154,0.9108527131782945,0.9145011718710898,0.0026917795982222474,64
0.09288477897644043,0.0005162079935670636,0.0059384504954020185,7.069753012279839e-05,6,7,70,"{'max_depth': 6, 'min_samples_split': 7, 'n_estimators': 70}",0.9280575539568345,0.9153846153846154,0.9069767441860465,0.9168063045091653,0.008664719080777577,63
0.13197429974873862,0.0015689518878959524,0.008298794428507486,5.598399025976548e-05,6,7,100,"{'max_depth': 6, 'min_samples_split': 7, 'n_estimators': 100}",0.9244604316546763,0.9115384615384615,0.9069767441860465,0.914325212459728,0.007404697490920475,65
0.26537124315897626,0.002838987410795908,0.016215721766153973,0.00023978843811082892,6,7,200,"{'max_depth': 6, 'min_samples_split': 7, 'n_estimators': 200}",0.9280575539568345,0.9230769230769231,0.9069767441860465,0.9193704070732681,0.008996437473135388,62
0.013739506403605143,0.00017948610631183216,0.0012572606404622395,2.4802663380825098e-06,6,10,10,"{'max_depth': 6, 'min_samples_split': 10, 'n_estimators': 10}",0.8705035971223022,0.8384615384615385,0.7906976744186046,0.8332209366674818,0.032790692327956325,96
0.039694786071777344,0.00035136983426274854,0.002837498982747396,4.934835850454421e-05,6,10,30,"{'max_depth': 6, 'min_samples_split': 10, 'n_estimators': 30}",0.9100719424460432,0.9115384615384615,0.9031007751937985,0.9082370597261011,0.003680917789508916,79
0.06644129753112793,0.0006929055106238752,0.004386583964029948,4.882415636974901e-05,6,10,50,"{'max_depth': 6, 'min_samples_split': 10, 'n_estimators': 50}",0.9064748201438849,0.9230769230769231,0.9031007751937985,0.9108841728048688,0.00873091878436669,75
0.09280689557393391,0.0008757464021978085,0.005926609039306641,5.096695552121202e-05,6,10,70,"{'max_depth': 6, 'min_samples_split': 10, 'n_estimators': 70}",0.920863309352518,0.9307692307692308,0.9147286821705426,0.9221204074307638,0.006608581366701247,61
0.1325381596883138,0.0022032204034182876,0.008286396662394205,8.791630999799151e-05,6,10,100,"{'max_depth': 6, 'min_samples_split': 10, 'n_estimators': 100}",0.9136690647482014,0.9192307692307692,0.8992248062015504,0.9107082133935069,0.008431473565953687,76
0.2652309735616048,0.0036612513522006978,0.01587843894958496,0.00013437011094439397,6,10,200,"{'max_depth': 6, 'min_samples_split': 10, 'n_estimators': 200}",0.9064748201438849,0.9230769230769231,0.8953488372093024,0.9083001934767033,0.011393292685425679,78
0.01631275812784831,0.00024596527818531567,0.0013040701548258464,1.7655142177024666e-05,10,2,10,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 10}",0.9316546762589928,0.9,0.9069767441860465,0.9128771401483463,0.013579779984701624,70
0.04698371887207031,0.0008062673628082058,0.0029719670613606772,3.214812246439122e-05,10,2,30,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 30}",0.9676258992805755,0.9423076923076923,0.9496124031007752,0.953181998229681,0.010639843611590953,43
0.07844090461730957,0.0011180342457868388,0.00463557243347168,5.459351640371281e-05,10,2,50,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 50}",0.9676258992805755,0.9538461538461539,0.9496124031007752,0.9570281520758348,0.00769048527750101,25
0.10968708992004395,0.0008098207737937565,0.006320873896280925,2.4115528242804423e-05,10,2,70,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 70}",0.9712230215827338,0.9461538461538461,0.9534883720930233,0.9569550799432011,0.0105239231170367,28
0.1573492685953776,0.001282288032954715,0.008794148763020834,0.0001100754478246189,10,2,100,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100}",0.9748201438848921,0.9423076923076923,0.9534883720930233,0.9568720694285359,0.013487078572562395,30
0.31532764434814453,0.0037635613318210415,0.01720849672953288,0.00025132638183958476,10,2,200,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 200}",0.9784172661870504,0.95,0.9573643410852714,0.9619272024241071,0.01204159546694989,10
0.016224066416422527,0.0002499080401201428,0.0013802051544189453,7.689532056967981e-05,10,4,10,"{'max_depth': 10, 'min_samples_split': 4, 'n_estimators': 10}",0.9316546762589928,0.8807692307692307,0.9186046511627907,0.910342852730338,0.02157969918969745,77
0.0467688242594401,0.0007342901140314895,0.002972284952799479,3.843463939746232e-05,10,4,30,"{'max_depth': 10, 'min_samples_split': 4, 'n_estimators': 30}",0.960431654676259,0.926923076923077,0.9224806201550387,0.9366117839181248,0.016940553665383974,60
0.07883532842000325,0.001570204046914444,0.004677216211954753,4.741926506762971e-05,10,4,50,"{'max_depth': 10, 'min_samples_split': 4, 'n_estimators': 50}",0.9676258992805755,0.9384615384615385,0.9418604651162791,0.9493159676194644,0.013021223026966334,53
0.10985485712687175,0.0016401471156738683,0.0063250064849853516,7.948676623425318e-05,10,4,70,"{'max_depth': 10, 'min_samples_split': 4, 'n_estimators': 70}",0.9748201438848921,0.926923076923077,0.9496124031007752,0.950451874636248,0.019562903503490197,51
0.1564962069193522,0.0018883919071025401,0.008767048517862955,0.00010981935773580916,10,4,100,"{'max_depth': 10, 'min_samples_split': 4, 'n_estimators': 100}",0.9712230215827338,0.9423076923076923,0.9496124031007752,0.954381038997067,0.012276779789629154,38
0.3143513997395833,0.0036653803040880913,0.016716718673706055,0.00017117601672731787,10,4,200,"{'max_depth': 10, 'min_samples_split': 4, 'n_estimators': 200}",0.9748201438848921,0.95,0.9534883720930233,0.9594361719926384,0.010970935188065004,20
0.015850305557250977,0.000202944587179357,0.001313924789428711,3.8445812162461905e-05,10,7,10,"{'max_depth': 10, 'min_samples_split': 7, 'n_estimators': 10}",0.9172661870503597,0.9192307692307692,0.875968992248062,0.904155316176397,0.019946871738540286,83
