mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.2539435227711995,0.0030149323669160896,0.016965707143147785,0.00023737969820998865,,2,200,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 200}",0.8093525179856115,0.7769230769230769,0.7984496124031008,0.794908402437263,0.013473982037584174,1
