mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.2505171298980713,0.0010383013514047791,0.01715087890625,0.0002813242921419887,,2,200,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 200}",0.8561151079136691,0.8269230769230769,0.8255813953488372,0.8362065267285277,0.014088144684229753,1
