mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_max_iter,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.040357510248819985,0.0009083420440811408,0.009169816970825195,0.00011161673853189827,10.0,5,300,"{'C': 10.0, 'gamma': 5, 'max_iter': 300}",0.28776978417266186,0.2653846153846154,0.2713178294573643,0.2748240763382139,0.009469046795020529,85
0.04041759173075358,0.0018278148060458144,0.009161790211995443,0.00015922985905804564,10.0,5,700,"{'C': 10.0, 'gamma': 5, 'max_iter': 700}",0.28776978417266186,0.2653846153846154,0.2713178294573643,0.2748240763382139,0.009469046795020529,85
0.039920409520467125,0.0014415176808511548,0.009258906046549479,3.461880095438836e-05,10.0,5,-1,"{'C': 10.0, 'gamma': 5, 'max_iter': -1}",0.28776978417266186,0.2653846153846154,0.2713178294573643,0.2748240763382139,0.009469046795020529,85
0.03850150108337402,0.0006702875639235591,0.011055548985799154,0.0002828975060236121,10.0,10,100,"{'C': 10.0, 'gamma': 10, 'max_iter': 100}",0.18345323741007194,0.17307692307692307,0.20930232558139536,0.18861082868946347,0.01523199499970809,101
0.03794264793395996,0.001528298761424657,0.010616938273111979,0.0003969619144151587,10.0,10,300,"{'C': 10.0, 'gamma': 10, 'max_iter': 300}",0.18345323741007194,0.17307692307692307,0.20930232558139536,0.18861082868946347,0.01523199499970809,101
0.03765575091044108,0.0011998288334803704,0.01057132085164388,0.0005449223864690624,10.0,10,700,"{'C': 10.0, 'gamma': 10, 'max_iter': 700}",0.18345323741007194,0.17307692307692307,0.20930232558139536,0.18861082868946347,0.01523199499970809,101
0.03682025273640951,0.00045435393582142085,0.010140339533487955,0.00012175112417342101,10.0,10,-1,"{'C': 10.0, 'gamma': 10, 'max_iter': -1}",0.18345323741007194,0.17307692307692307,0.20930232558139536,0.18861082868946347,0.01523199499970809,101
0.025042215983072918,0.0006443192980761484,0.00763702392578125,0.00011753866685805357,50.0,0.1,100,"{'C': 50.0, 'gamma': 0.1, 'max_iter': 100}",0.9424460431654677,0.9153846153846154,0.9496124031007752,0.9358143538836194,0.014739286279280095,1
0.026223023732503254,0.0015824803413348164,0.007658958435058594,0.00011459429714600175,50.0,0.1,300,"{'C': 50.0, 'gamma': 0.1, 'max_iter': 300}",0.9424460431654677,0.9153846153846154,0.9496124031007752,0.9358143538836194,0.014739286279280095,1
0.025847832361857098,0.0009493406762664406,0.007873455683390299,0.0003913422599033513,50.0,0.1,700,"{'C': 50.0, 'gamma': 0.1, 'max_iter': 700}",0.9424460431654677,0.9153846153846154,0.9496124031007752,0.9358143538836194,0.014739286279280095,1
0.025818586349487305,0.0006649264924036909,0.007799784342447917,0.00019561953432356086,50.0,0.1,-1,"{'C': 50.0, 'gamma': 0.1, 'max_iter': -1}",0.9424460431654677,0.9153846153846154,0.9496124031007752,0.9358143538836194,0.014739286279280095,1
0.03579958279927572,0.0008267227019588233,0.008448441823323568,8.848838104489855e-05,50.0,0.5,100,"{'C': 50.0, 'gamma': 0.5, 'max_iter': 100}",0.8597122302158273,0.8269230769230769,0.8333333333333334,0.8399895468240791,0.014189456812240604,17
0.0365446408589681,0.0012313545911974593,0.008496761322021484,5.053386631275617e-05,50.0,0.5,300,"{'C': 50.0, 'gamma': 0.5, 'max_iter': 300}",0.8597122302158273,0.8269230769230769,0.8333333333333334,0.8399895468240791,0.014189456812240604,17
0.03701337178548177,0.001783192481720915,0.00841824213663737,0.00018644935866998704,50.0,0.5,700,"{'C': 50.0, 'gamma': 0.5, 'max_iter': 700}",0.8597122302158273,0.8269230769230769,0.8333333333333334,0.8399895468240791,0.014189456812240604,17
0.03641215960184733,0.0011471173464801224,0.008361101150512695,0.00011313323764476799,50.0,0.5,-1,"{'C': 50.0, 'gamma': 0.5, 'max_iter': -1}",0.8597122302158273,0.8269230769230769,0.8333333333333334,0.8399895468240791,0.014189456812240604,17
0.037412166595458984,0.001101971050885789,0.008633693059285482,0.00017961643421611246,50.0,1,100,"{'C': 50.0, 'gamma': 1, 'max_iter': 100}",0.762589928057554,0.6961538461538461,0.686046511627907,0.7149300952797689,0.03395226352895714,37
0.03955467542012533,0.0026428722351852776,0.008760690689086914,0.0001147912213915951,50.0,1,300,"{'C': 50.0, 'gamma': 1, 'max_iter': 300}",0.762589928057554,0.6961538461538461,0.686046511627907,0.7149300952797689,0.03395226352895714,37
0.04057661692301432,0.0017924754797491373,0.00905156135559082,0.0003682978283639879,50.0,1,700,"{'C': 50.0, 'gamma': 1, 'max_iter': 700}",0.762589928057554,0.6961538461538461,0.686046511627907,0.7149300952797689,0.03395226352895714,37
0.03970106442769369,0.0024125410211372437,0.00902859369913737,0.00040129203344975065,50.0,1,-1,"{'C': 50.0, 'gamma': 1, 'max_iter': -1}",0.762589928057554,0.6961538461538461,0.686046511627907,0.7149300952797689,0.03395226352895714,37
