mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_restarts_optimizer,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
106.69132709503174,14.597147533678596,0.19187140464782715,0.004339630640949701,2,{'n_restarts_optimizer': 2},0.8057553956834532,0.8153846153846154,0.7868217054263565,0.8026539054981418,0.011865198055604693,1
